Study ID,First_Authors,year ,Animal model ,Strain/Breed ,Group,Sample Size,Age,Age Unit,Sex ,Serum IGF-1,IGF-1 Unit,Body Weight,BW Unit,Femur length,Length Unit ,Bone Mineral Density,BMD Unit,IGF-1 Measurement Method,Location ,Captive/wild animals,Lab/Field Setting,Study Design
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,86.84,ng/ml,19.23,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,85.34,ng/ml,19.7,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,85.18,ng/ml,19.76,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,85.12,ng/ml,19.78,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,84.45,ng/ml,20,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,84.33,ng/ml,20.03,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,84.35,ng/ml,20.02,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,82.11,ng/ml,20.64,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,81.98,ng/ml,20.67,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,81.94,ng/ml,20.68,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,76.52,ng/ml,21.75,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,76.52,ng/ml,21.75,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,76.51,ng/ml,21.76,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,73.35,ng/ml,22.39,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,73.23,ng/ml,22.42,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,73.16,ng/ml,22.44,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,69.47,ng/ml,23.23,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,69.39,ng/ml,23.25,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,69.35,ng/ml,23.26,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,68.18,ng/ml,23.57,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,68.13,ng/ml,23.59,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,68.07,ng/ml,23.6,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,65.94,ng/ml,24.19,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,65.93,ng/ml,24.2,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,65.85,ng/ml,24.24,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,65.46,ng/ml,24.41,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,65.45,ng/ml,24.41,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,AL Fed,,,,Female ,65.38,ng/ml,24.44,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,97.09,ng/ml,19.82,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,97.09,ng/ml,19.82,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,97.09,ng/ml,19.82,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,96.08,ng/ml,19.77,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,95.79,ng/ml,19.76,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,94.07,ng/ml,19.7,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,79.55,ng/ml,19.27,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,77.96,ng/ml,19.21,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,77.12,ng/ml,19.18,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,83.09,ng/ml,18.63,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,83.53,ng/ml,18.59,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,84.18,ng/ml,18.52,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,86.34,ng/ml,18.21,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,86.53,ng/ml,18.18,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,86.87,ng/ml,18.12,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,88.79,ng/ml,17.27,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,88.98,ng/ml,17.19,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,89.03,ng/ml,17.17,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,89.39,ng/ml,17.01,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,89.45,ng/ml,16.99,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,89.44,ng/ml,17,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,90.18,ng/ml,16.45,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,90.22,ng/ml,16.42,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,90.23,ng/ml,16.41,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,90.82,ng/ml,15.58,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,90.82,ng/ml,15.58,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,90.82,ng/ml,15.57,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,91.36,ng/ml,15.16,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,91.38,ng/ml,15.13,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,91.39,ng/ml,15.11,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,91.84,ng/ml,14.51,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,91.86,ng/ml,14.48,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,91.87,ng/ml,14.47,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,92.08,ng/ml,14.17,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,92.09,ng/ml,14.15,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,92.1,ng/ml,14.13,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,92.29,ng/ml,13.45,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,92.29,ng/ml,13.44,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,92.31,ng/ml,13.4,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,92.37,ng/ml,13.22,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,92.37,ng/ml,13.22,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR,,,,Female ,92.39,ng/ml,13.19,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-1,,,,Female ,98.36,ng/ml,17.68,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-2,,,,Female ,98.36,ng/ml,17.68,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-3,,,,Female ,98.36,ng/ml,17.68,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-4,,,,Female ,98.36,ng/ml,17.68,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-5,,,,Female ,98.36,ng/ml,17.68,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-6,,,,Female ,98.36,ng/ml,17.68,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-7,,,,Female ,102.91,ng/ml,17.61,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-8,,,,Female ,103.79,ng/ml,17.6,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-9,,,,Female ,104.16,ng/ml,17.6,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-10,,,,Female ,107.24,ng/ml,17.45,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-11,,,,Female ,107.55,ng/ml,17.44,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-12,,,,Female ,108.06,ng/ml,17.42,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-13,,,,Female ,109.76,ng/ml,17.35,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-14,,,,Female ,109.92,ng/ml,17.34,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-15,,,,Female ,110.23,ng/ml,17.33,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-16,,,,Female ,113.58,ng/ml,17.13,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-17,,,,Female ,113.84,ng/ml,17.11,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-18,,,,Female ,113.92,ng/ml,17.11,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-19,,,,Female ,114.52,ng/ml,17.04,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-20,,,,Female ,114.61,ng/ml,17.03,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-21,,,,Female ,114.59,ng/ml,17.03,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-22,,,,Female ,115.78,ng/ml,16.82,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-23,,,,Female ,115.82,ng/ml,16.81,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-24,,,,Female ,115.84,ng/ml,16.8,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-25,,,,Female ,117.15,ng/ml,16.45,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-26,,,,Female ,117.15,ng/ml,16.45,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-27,,,,Female ,117.15,ng/ml,16.45,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-28,,,,Female ,117.93,ng/ml,16.23,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-29,,,,Female ,117.95,ng/ml,16.22,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-30,,,,Female ,117.97,ng/ml,16.21,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-31,,,,Female ,118.78,ng/ml,15.9,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-32,,,,Female ,118.79,ng/ml,15.89,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-33,,,,Female ,118.8,ng/ml,15.89,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-34,,,,Female ,119.03,ng/ml,15.74,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-35,,,,Female ,119.04,ng/ml,15.73,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-36,,,,Female ,119.04,ng/ml,15.72,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
5,"Berrigan, D.",2005,Mice ,C57BL/6NCr,30% CR + IGF-37,,,,Female ,119.3,ng/ml,15.41,g,,,,,Radioimmunoassay,"National Cancer Institute, Bethesda MD",,Lab,Effects of calorie restriction and IGF-1 treatment on body composition and bone characteristics
